date(float),date(yyyy-mm-dd),dN,dE,dU,sN,sE,sU
2020.60109,2020-08-07,-405.2760,389.2660,57.4890,0.8350,0.9210,3.6800
2020.60383,2020-08-08,-403.1440,388.2650,52.1950,0.8100,0.8650,3.4930
2020.60656,2020-08-09,-404.5180,390.6340,62.3540,0.8380,0.8950,3.6900
2020.60929,2020-08-10,-404.8320,387.3850,57.6230,0.8300,0.8970,3.6250
2020.61202,2020-08-11,-404.9850,388.3760,57.4090,0.8220,0.8750,3.5590
2020.61475,2020-08-12,-404.3620,389.3510,54.7080,0.8170,0.8710,3.5200
2020.61749,2020-08-13,-403.8870,388.4640,57.2290,0.8030,0.8710,3.5190
2020.62022,2020-08-14,-403.2500,388.3570,52.2540,0.8070,0.8500,3.4280
2020.62295,2020-08-15,-404.0460,390.7050,56.7990,0.8090,0.8480,3.4400
2020.62568,2020-08-16,-402.4450,389.2510,56.9160,0.8330,0.8740,3.5770
2020.62842,2020-08-17,-404.3760,390.9690,54.9590,0.8270,0.8840,3.6130
2020.63115,2020-08-18,-403.8210,387.8210,54.0100,0.8030,0.8490,3.4400
2020.63388,2020-08-19,-404.9830,387.0100,42.6920,0.8420,0.9190,3.8130
2020.63661,2020-08-20,-404.2850,386.4220,50.4680,0.9310,1.0150,4.2560
2020.63934,2020-08-21,-404.0320,384.8490,62.4270,0.8910,0.9060,3.8510
2020.64208,2020-08-22,-402.5170,387.9940,46.4670,0.8360,0.8840,3.5960
2020.64481,2020-08-23,-403.0910,390.0690,52.5250,0.8110,0.8560,3.4530
2020.64754,2020-08-24,-403.6890,388.0390,52.9270,0.8200,0.8630,3.5230
2020.65027,2020-08-25,-404.4460,387.8130,52.8470,0.8070,0.8530,3.4310
2020.65301,2020-08-26,-405.9290,390.1470,56.2360,0.8120,0.8780,3.5350
2020.65574,2020-08-27,-402.1790,388.1870,52.7020,0.8110,0.8510,3.4430
2020.65847,2020-08-28,-402.5530,386.7450,54.4770,0.7990,0.8390,3.3730
2020.66120,2020-08-29,-402.0980,387.0170,44.3340,0.8180,0.8680,3.5510
2020.66393,2020-08-30,-404.4480,386.9220,49.6150,0.8240,0.8460,3.4750
2020.66667,2020-08-31,-404.2560,385.4380,59.4980,0.8140,0.8760,3.5620
2020.66940,2020-09-01,-402.7970,388.5400,53.2210,0.8100,0.8740,3.4930
2020.67213,2020-09-02,-405.9470,388.5220,51.3500,0.8170,0.8840,3.5560
2020.67486,2020-09-03,-408.1320,387.3140,55.5740,0.8560,0.8660,3.5880
2020.67760,2020-09-04,-400.6780,388.1440,53.4950,0.8230,0.8600,3.5220
2020.68033,2020-09-05,-404.1870,386.1100,52.0330,0.8100,0.8650,3.4310
2020.68306,2020-09-06,-404.1820,388.9640,55.7060,0.8240,0.8480,3.4520
2020.68579,2020-09-07,-405.8210,388.8080,55.4490,0.8110,0.8510,3.4490
2020.68852,2020-09-08,-405.2090,389.2700,53.9550,0.8130,0.8730,3.5300
2020.69126,2020-09-09,-403.7890,387.4460,62.4390,0.8050,0.8580,3.4070
2020.69399,2020-09-10,-401.9860,387.8560,50.5130,0.8320,0.8570,3.5170
2020.69672,2020-09-11,-405.2040,388.3780,52.2650,0.8850,0.8970,3.7450
2020.69945,2020-09-12,-402.1920,387.7280,54.2900,0.8200,0.8450,3.4470
2020.70219,2020-09-13,-404.7920,388.1430,56.0210,0.7950,0.8480,3.3700
2020.70492,2020-09-14,-404.4120,386.9890,62.4100,0.8260,0.8830,3.4830
2020.70765,2020-09-15,-403.8900,389.2020,50.2690,0.8520,0.9180,3.6480
2020.71038,2020-09-16,-405.2050,389.7730,54.0640,0.8350,0.9000,3.5900
2020.71311,2020-09-17,-404.1060,387.9780,58.8870,0.8210,0.8970,3.4710
2020.71585,2020-09-18,-401.9810,386.6880,48.6160,0.8330,0.9070,3.5520
2020.71858,2020-09-19,-401.1990,388.7170,43.6520,0.8410,0.9300,3.6160
2020.72131,2020-09-20,-402.2550,389.5750,53.3480,0.8020,0.8590,3.4200
2020.72404,2020-09-21,-404.7550,389.0060,55.0840,0.7810,0.8270,3.2750
2020.72678,2020-09-22,-404.5830,390.0810,51.7260,0.8220,0.8680,3.4600
2020.72951,2020-09-23,-405.0500,390.4350,48.5640,0.8250,0.8820,3.5480
2020.73224,2020-09-24,-402.9390,392.2500,59.4060,0.7930,0.8510,3.3870
2020.73497,2020-09-25,-405.5180,391.3160,50.8540,0.7840,0.8420,3.3430
2020.73770,2020-09-26,-405.7760,392.4650,46.8010,0.7950,0.8540,3.3710
2020.74044,2020-09-27,-404.8510,392.5060,57.2130,0.7980,0.8540,3.4040
2020.74317,2020-09-28,-404.7440,387.9260,50.8020,0.7940,0.8360,3.3540
2020.74590,2020-09-29,-403.8790,392.2530,48.5400,0.7860,0.8390,3.3260
2020.74863,2020-09-30,-402.9380,389.5300,53.7870,0.7970,0.8530,3.3750
2020.75137,2020-10-01,-402.3330,389.4870,47.0320,0.7960,0.8470,3.3740
2020.75956,2020-10-04,-403.1270,387.2240,52.4130,0.7930,0.8460,3.3280
2020.76230,2020-10-05,-403.2970,390.7600,61.6450,0.7750,0.8240,3.2510
2020.76503,2020-10-06,-403.8590,391.0580,53.5400,0.7850,0.8390,3.3150
2020.76776,2020-10-07,-402.7610,388.0800,47.2130,0.7930,0.8360,3.3210
2020.77049,2020-10-08,-401.2830,388.9630,49.7710,0.7950,0.8450,3.3670
2020.77322,2020-10-09,-402.9810,389.5210,41.2130,0.7890,0.8430,3.3100
2020.77596,2020-10-10,-402.6810,388.7630,45.5200,0.7870,0.8500,3.3570
2020.77869,2020-10-11,-404.6890,390.3460,56.1020,0.7970,0.8630,3.4390
2020.78142,2020-10-12,-402.9190,387.4470,60.1050,0.8150,0.8680,3.4740
2020.78415,2020-10-13,-404.9230,392.3540,40.3740,0.8520,0.8960,3.6940
2020.78689,2020-10-14,-403.4500,394.4010,59.7240,0.8090,0.8510,3.3910
2020.79235,2020-10-16,-405.7890,388.6040,40.2870,0.8390,0.8760,3.5260
2020.79508,2020-10-17,-402.8070,391.4080,51.1070,0.7810,0.8360,3.2860
2020.79781,2020-10-18,-405.1910,389.0230,41.8370,0.7890,0.8460,3.3220
2020.80328,2020-10-20,-406.1200,390.3210,48.2330,0.8170,0.8960,3.5160
2020.80874,2020-10-22,-405.2940,391.0820,53.3050,0.8160,0.8800,3.4150
2020.81148,2020-10-23,-404.3710,389.9580,50.4400,0.8130,0.8770,3.4220
2020.81421,2020-10-24,-407.2000,392.8380,44.0510,0.7810,0.8410,3.2990
2020.81694,2020-10-25,-404.4140,391.5340,52.4110,0.7770,0.8360,3.2870
2020.81967,2020-10-26,-405.2550,392.6720,59.9780,0.8030,0.8510,3.3870
2020.82240,2020-10-27,-404.7950,389.5920,52.5440,0.7840,0.8520,3.3260
2020.82514,2020-10-28,-404.3690,392.4310,45.0890,0.7990,0.8420,3.3630
2020.82787,2020-10-29,-404.5860,389.7530,52.1460,1.1960,1.3450,5.1490
2020.83060,2020-10-30,-402.6950,392.0080,48.8810,0.7880,0.8520,3.3560
2020.83333,2020-10-31,-405.2160,390.4300,61.6440,0.8060,0.8440,3.3700
2020.83880,2020-11-02,-404.4890,391.3990,55.0890,0.8060,0.8640,3.4150
2020.84153,2020-11-03,-403.9650,392.2020,55.0650,0.7840,0.8500,3.3150
2020.84426,2020-11-04,-405.2690,392.3990,55.7000,0.7840,0.8680,3.3540
2020.84699,2020-11-05,-402.9580,393.9770,63.0420,0.8190,0.9110,3.5770
2020.84973,2020-11-06,-406.8730,395.4500,54.3810,0.8350,0.9170,3.6500
2020.85246,2020-11-07,-406.1780,392.9940,64.9540,0.8110,0.8800,3.4910
2020.85519,2020-11-08,-405.2980,393.8060,52.5010,0.7850,0.8530,3.3280
2020.85792,2020-11-09,-405.8720,392.3530,59.3060,0.7950,0.8810,3.3730
2020.86066,2020-11-10,-405.4030,393.8400,52.5900,0.7850,0.8440,3.3110
2020.86339,2020-11-11,-405.8670,393.5000,51.3490,0.8040,0.8610,3.4010
2020.86612,2020-11-12,-405.5260,397.1270,53.1700,0.8080,0.8880,3.4420
2020.86885,2020-11-13,-404.4680,393.8150,50.6180,0.8100,0.8820,3.4120
2020.87432,2020-11-15,-401.9190,395.6240,52.9100,0.8140,0.8590,3.4680
2020.87705,2020-11-16,-406.1790,391.4420,56.5760,0.8190,0.8740,3.5020
2020.87978,2020-11-17,-406.0050,392.7470,54.4950,0.8330,0.8770,3.5440
2020.88251,2020-11-18,-403.5740,392.4250,60.3970,0.8230,0.8710,3.5080
2020.88525,2020-11-19,-405.8070,394.1910,63.4590,0.8160,0.8640,3.4500
2020.88798,2020-11-20,-405.8710,395.2240,48.3900,0.8200,0.8820,3.4860
2020.89071,2020-11-21,-406.9350,393.9870,48.4950,0.8200,0.8890,3.4960
2020.89344,2020-11-22,-404.4580,396.0560,56.6320,0.8180,0.8700,3.5070
2020.89891,2020-11-24,-406.3590,394.6420,53.0730,0.8200,0.8560,3.4410
2020.90164,2020-11-25,-405.7650,395.7770,57.5750,0.8010,0.8610,3.4210
2020.90437,2020-11-26,-402.2650,395.9290,49.3600,0.8230,0.8900,3.6010
2020.90710,2020-11-27,-407.2940,394.3850,46.9060,0.7920,0.8390,3.3330
2020.90984,2020-11-28,-406.8210,395.4160,49.1850,0.8100,0.8800,3.4180
2020.91257,2020-11-29,-405.7510,392.1670,47.0030,0.8330,0.8840,3.5170
2020.91530,2020-11-30,-404.2560,393.4950,50.7560,0.8190,0.8610,3.5120
2020.91803,2020-12-01,-408.5180,393.0280,49.5100,0.7920,0.8430,3.3460
2020.92077,2020-12-02,-405.7580,393.7370,59.7350,0.8010,0.8690,3.4590
2020.92350,2020-12-03,-406.6640,396.3090,57.4780,0.7940,0.8410,3.3410
2020.92623,2020-12-04,-407.6030,398.9980,57.8720,0.8120,0.8520,3.4550
2020.92896,2020-12-05,-404.2430,394.5350,54.2560,0.7980,0.8460,3.3800
2020.93169,2020-12-06,-403.7870,396.8380,59.5470,0.7980,0.8470,3.3990
2020.93443,2020-12-07,-407.5230,395.8690,59.8530,0.7960,0.8520,3.3970
2020.93716,2020-12-08,-408.0400,395.6730,59.0520,0.8020,0.8430,3.4340
2020.93989,2020-12-09,-406.9590,396.4930,52.6300,0.8070,0.8530,3.4430
2020.94262,2020-12-10,-406.6010,394.5940,53.3000,0.7990,0.8470,3.4100
2020.94536,2020-12-11,-406.7590,396.0310,55.0930,0.7940,0.8500,3.3710
2020.94809,2020-12-12,-405.1280,393.7990,57.3330,0.7980,0.8540,3.3910
2020.95082,2020-12-13,-403.7050,394.6910,62.6020,0.8030,0.8500,3.4060
2020.95355,2020-12-14,-408.0620,393.1630,61.7430,0.7980,0.8420,3.3920
2020.95628,2020-12-15,-409.0040,395.2020,62.6300,0.7930,0.8530,3.3910
2020.95902,2020-12-16,-408.3050,395.8260,60.3890,0.7940,0.8450,3.3570
2020.96175,2020-12-17,-406.1630,394.0730,53.5980,0.7930,0.8320,3.3530
2020.96448,2020-12-18,-405.5150,392.8690,59.0690,0.7950,0.8550,3.3990
2020.96721,2020-12-19,-408.0830,398.4210,63.2090,0.7850,0.8500,3.3370
2020.96995,2020-12-20,-407.7460,396.1200,58.0670,0.7910,0.8550,3.3770
2020.97268,2020-12-21,-405.5980,397.0860,63.2990,0.7790,0.8490,3.3430
2020.97541,2020-12-22,-408.1610,397.9070,57.4210,0.7970,0.8620,3.4020
2020.97814,2020-12-23,-406.8020,396.4670,56.0500,0.8020,0.8800,3.4150
2020.98087,2020-12-24,-407.8630,400.3090,68.0870,0.8080,0.8740,3.3950
2020.98361,2020-12-25,-407.6300,398.1150,60.5660,0.7960,0.8550,3.3210
2020.98634,2020-12-26,-405.7330,396.8240,59.6830,0.7810,0.8570,3.3740
2020.98907,2020-12-27,-404.0850,397.0060,61.9660,0.8110,0.8680,3.4840
2020.99180,2020-12-28,-402.6780,396.3780,52.9350,0.7740,0.8370,3.3130
2020.99454,2020-12-29,-403.3660,397.7670,41.8250,0.7810,0.8470,3.3650
2020.99727,2020-12-30,-406.0790,398.9180,65.1790,0.7730,0.8290,3.2920
2021.00000,2020-12-31,-409.5900,398.7710,64.2080,0.7740,0.8320,3.2720
2021.00274,2021-01-01,-407.4560,398.1030,56.7980,0.7700,0.8300,3.2540
2021.00548,2021-01-02,-407.2620,398.9160,56.0060,0.7690,0.8280,3.2590
2021.00822,2021-01-03,-407.8910,399.8530,56.7510,0.7770,0.8380,3.2870
2021.01096,2021-01-04,-403.8940,398.1140,53.0700,0.7710,0.8270,3.2500
2021.01370,2021-01-05,-406.2140,401.8530,63.5410,0.7820,0.8330,3.2930
2021.01644,2021-01-06,-406.9480,400.0270,55.4380,0.7750,0.8320,3.2750
2021.01918,2021-01-07,-407.3140,397.1600,37.5170,0.7850,0.8420,3.3130
2021.02192,2021-01-08,-408.1010,401.1750,46.0770,0.7800,0.8340,3.3140
2021.02466,2021-01-09,-411.9350,400.9210,59.2860,0.7740,0.8290,3.2500
2021.02740,2021-01-10,-410.4130,399.5990,57.5710,0.7750,0.8260,3.2570
2021.03014,2021-01-11,-411.7870,398.6720,57.7880,0.7780,0.8300,3.2660
2021.03288,2021-01-12,-411.0880,399.9710,58.9840,0.7750,0.8340,3.2720
2021.03562,2021-01-13,-407.2550,399.1950,54.4130,0.7760,0.8320,3.2630
2021.03836,2021-01-14,-406.8090,398.6300,59.0120,0.7780,0.8180,3.2500
2021.04110,2021-01-15,-407.0110,402.6170,56.7980,0.7880,0.8430,3.3390
2021.04384,2021-01-16,-408.0320,400.7510,59.7080,0.7910,0.8570,3.3840
2021.04658,2021-01-17,-409.5440,400.8330,59.4440,0.7780,0.8360,3.2910
2021.04932,2021-01-18,-411.7500,400.5770,58.0070,0.7810,0.8370,3.3080
2021.05205,2021-01-19,-407.8200,400.6460,58.0740,0.7820,0.8360,3.3260
2021.05479,2021-01-20,-408.9880,399.4830,51.3910,0.8120,0.8740,3.4230
2021.05753,2021-01-21,-406.3080,396.5070,67.0600,0.8070,0.8860,3.4730
2021.06027,2021-01-22,-410.2330,400.3610,60.4640,0.8090,0.8680,3.4830
2021.06301,2021-01-23,-408.8080,399.0600,55.4740,0.7940,0.8520,3.3580
2021.06575,2021-01-24,-408.7060,398.9870,56.2340,0.7910,0.8540,3.3590
2021.06849,2021-01-25,-406.7550,399.8000,61.9480,0.7790,0.8190,3.2530
2021.07123,2021-01-26,-408.4000,402.2950,68.7040,0.7920,0.8420,3.3450
2021.07397,2021-01-27,-408.3520,398.2280,63.6190,0.7940,0.8470,3.3420
2021.07671,2021-01-28,-408.1650,395.5440,59.7060,0.7840,0.8300,3.2840
2021.07945,2021-01-29,-408.9540,396.5610,50.8120,0.8240,0.8730,3.4290
2021.08219,2021-01-30,-408.0960,397.5040,60.1710,0.7710,0.8140,3.2130
2021.08493,2021-01-31,-407.9820,399.4330,52.3120,0.7760,0.8160,3.2370
2021.08767,2021-02-01,-408.4990,399.4590,54.0290,0.7850,0.8230,3.3150
2021.09041,2021-02-02,-409.5140,399.5660,55.1510,0.7750,0.8390,3.3040
2021.09315,2021-02-03,-409.1530,397.5480,53.9940,0.7740,0.8440,3.3100
2021.09589,2021-02-04,-406.8190,397.3200,50.9570,0.7980,0.8530,3.3880
2021.09863,2021-02-05,-410.1380,398.7930,52.1940,0.7970,0.8490,3.3690
2021.10137,2021-02-06,-407.8500,401.2930,63.4650,0.7770,0.8250,3.2890
2021.10411,2021-02-07,-404.1050,399.8880,57.7290,0.7910,0.8490,3.3820
2021.10685,2021-02-08,-408.0970,400.2980,54.3000,0.7800,0.8480,3.3450
2021.10959,2021-02-09,-410.9110,401.4080,60.7840,0.7710,0.8310,3.2330
2021.11233,2021-02-10,-407.2800,403.1680,59.4270,0.7940,0.8470,3.3680
2021.11507,2021-02-11,-406.8380,401.7350,67.7400,0.8010,0.8580,3.4160
2021.11781,2021-02-12,-408.4980,396.9530,52.2090,0.7840,0.8190,3.3050
2021.12055,2021-02-13,-407.5250,400.4850,54.5510,0.7770,0.8370,3.3210
2021.12329,2021-02-14,-407.4200,401.2680,67.2460,0.7900,0.8490,3.3520
2021.12603,2021-02-15,-409.1790,400.0890,63.2140,0.7790,0.8370,3.3250
2021.12877,2021-02-16,-408.7210,404.2670,64.2120,0.7810,0.8290,3.2980
2021.13151,2021-02-17,-409.2600,402.1280,52.9390,0.7840,0.8350,3.2930
2021.13425,2021-02-18,-408.2990,400.8050,57.1320,0.7960,0.8660,3.4460
2021.13699,2021-02-19,-410.2870,401.5940,58.2860,0.9720,1.0330,4.1080
2021.13973,2021-02-20,-409.8330,400.7770,63.2310,0.7830,0.8350,3.3170
2021.14247,2021-02-21,-410.6960,401.2970,58.5750,0.7830,0.8300,3.2880
2021.14521,2021-02-22,-408.7370,401.0120,53.0670,0.7780,0.8310,3.2580
2021.14795,2021-02-23,-411.3860,398.8950,51.2110,0.7890,0.8440,3.3270
2021.15068,2021-02-24,-410.0010,404.4340,50.8770,0.7780,0.8260,3.3260
2021.15342,2021-02-25,-408.1470,402.9290,58.9500,0.8190,0.8760,3.5370
2021.15616,2021-02-26,-409.9600,400.0130,59.8750,0.8080,0.8690,3.4770
2021.15890,2021-02-27,-408.0800,399.7660,55.7800,0.8320,0.8470,3.4990
2021.16164,2021-02-28,-410.8920,399.4810,58.0870,0.8050,0.8380,3.3990
2021.16438,2021-03-01,-413.1940,403.1010,61.1030,0.8220,0.8580,3.5350
2021.16712,2021-03-02,-410.6660,400.9840,51.2170,0.7900,0.8500,3.3810
2021.16986,2021-03-03,-411.6210,403.1290,53.7930,0.7870,0.8380,3.3750
2021.17260,2021-03-04,-408.8820,401.8610,62.5840,0.7860,0.8280,3.3170
2021.17534,2021-03-05,-409.9080,402.0540,51.0530,0.7920,0.8660,3.4560
2021.17808,2021-03-06,-411.8430,403.7570,53.2610,0.8680,0.9430,3.7680
2021.18082,2021-03-07,-411.4200,403.3270,63.5180,0.7950,0.8440,3.4040
2021.18356,2021-03-08,-410.2070,399.2040,64.4900,0.8230,0.8840,3.5230
2021.18630,2021-03-09,-409.7600,400.6030,49.4800,0.7790,0.8470,3.3570
2021.18904,2021-03-10,-410.9500,399.6140,53.9660,0.7750,0.8280,3.2860
2021.19178,2021-03-11,-410.8450,399.3190,50.5470,0.7830,0.8180,3.3030
2021.19452,2021-03-12,-408.1030,400.7890,55.7870,0.7990,0.8430,3.4470
2021.19726,2021-03-13,-413.9080,400.9630,50.4320,0.7820,0.8220,3.3060
2021.20000,2021-03-14,-410.6440,403.9660,56.8780,0.8040,0.8340,3.3990
2021.20274,2021-03-15,-410.4620,404.8920,61.7100,0.7840,0.8400,3.3490
2021.20548,2021-03-16,-412.3870,401.1040,60.9410,0.8070,0.8410,3.4220
2021.20822,2021-03-17,-410.4520,403.1550,67.6800,0.7840,0.8440,3.3420
2021.21096,2021-03-18,-407.4310,398.1600,66.8590,0.8660,0.8850,3.7290
2021.21370,2021-03-19,-411.5130,398.4340,59.4170,0.8110,0.8330,3.4120
2021.21644,2021-03-20,-410.1180,404.1730,60.5220,0.7960,0.8400,3.3880
2021.21918,2021-03-21,-412.9600,401.1510,57.7700,0.7830,0.8360,3.3480
2021.22192,2021-03-22,-408.3320,401.0450,52.2010,0.7900,0.8430,3.3930
2021.22466,2021-03-23,-411.4260,404.1430,57.3290,0.7940,0.8530,3.4470
2021.22740,2021-03-24,-411.0510,399.6400,62.4450,0.7860,0.8380,3.3740
2021.23014,2021-03-25,-411.0220,401.2360,55.8130,0.7750,0.8310,3.3070
2021.23288,2021-03-26,-412.0250,400.0090,59.0400,0.7870,0.8280,3.3300
2021.23562,2021-03-27,-410.1570,400.0140,61.0580,0.7860,0.8400,3.3680
2021.23836,2021-03-28,-408.8550,404.0440,55.7380,0.7980,0.8520,3.4410
2021.24110,2021-03-29,-410.3620,406.5290,60.7230,0.7850,0.8230,3.3630
2021.24384,2021-03-30,-409.7290,404.7290,70.8930,0.8030,0.8500,3.4410
2021.24658,2021-03-31,-406.9890,407.4860,63.6710,0.7910,0.8460,3.4190
2021.24932,2021-04-01,-409.3920,404.8260,62.6300,0.8010,0.8640,3.4610
2021.25205,2021-04-02,-410.2120,403.0700,51.3570,0.7940,0.8410,3.4010
2021.25479,2021-04-03,-410.2210,401.4720,60.5310,0.7850,0.8480,3.3940
2021.25753,2021-04-04,-407.3940,400.8240,60.5420,0.7940,0.8370,3.4180
2021.26027,2021-04-05,-410.6120,403.7340,49.5970,0.7760,0.8260,3.2930
2021.26301,2021-04-06,-410.5570,402.2110,60.1250,0.7760,0.8290,3.3130
2021.26575,2021-04-07,-409.4300,400.7610,65.0810,0.7760,0.8250,3.2610
2021.26849,2021-04-08,-411.3790,402.3470,53.2060,0.8020,0.8420,3.4510
2021.27123,2021-04-09,-410.9030,402.7290,54.3570,0.7970,0.8380,3.3790
2021.27397,2021-04-10,-411.0560,401.3020,57.9650,0.7730,0.8310,3.3120
2021.27671,2021-04-11,-411.9340,402.6530,54.2120,0.7740,0.8260,3.3010
2021.27945,2021-04-12,-412.8430,403.4000,57.1720,0.8070,0.8310,3.3690
2021.28219,2021-04-13,-410.1760,402.2850,55.6570,0.8200,0.8320,3.4000
2021.28493,2021-04-14,-412.3470,404.7690,56.8840,0.8070,0.8320,3.3810
2021.28767,2021-04-15,-407.9520,406.3490,54.9310,0.8170,0.8500,3.4620
2021.29041,2021-04-16,-410.4300,404.3640,63.1950,0.8030,0.8330,3.3780
2021.29315,2021-04-17,-409.6820,405.3780,61.1390,0.8280,0.8550,3.5220
2021.29589,2021-04-18,-413.8230,402.9920,67.7240,0.8120,0.8230,3.4000
2021.29863,2021-04-19,-411.3950,404.8150,65.2510,0.8450,0.8590,3.5690
2021.30137,2021-04-20,-411.9150,405.1050,56.4380,0.8120,0.8370,3.4250
2021.30411,2021-04-21,-409.0450,407.0730,72.0080,0.8330,0.8560,3.5070
2021.30685,2021-04-22,-408.6740,405.8900,61.7030,0.8590,0.8720,3.5610
2021.30959,2021-04-23,-413.0800,405.7580,58.5270,0.8440,0.8590,3.5620
2021.31233,2021-04-24,-412.4710,405.4470,64.5840,0.7870,0.8340,3.3480
2021.31507,2021-04-25,-413.4890,405.4420,64.3410,0.7870,0.8470,3.4160
2021.31781,2021-04-26,-412.1180,403.1460,57.4210,0.7850,0.8520,3.4090
2021.32055,2021-04-27,-412.4410,405.1470,63.0890,0.7870,0.8530,3.4100
2021.32329,2021-04-28,-409.1610,405.8360,65.2400,0.7900,0.8590,3.4100
2021.32603,2021-04-29,-412.3070,407.6330,62.8360,0.7850,0.8270,3.3720
2021.32877,2021-04-30,-414.4450,405.7340,62.3400,0.7970,0.8430,3.4560
2021.33151,2021-05-01,-414.4810,403.8670,64.3730,0.8160,0.8780,3.5670
2021.33425,2021-05-02,-411.8220,406.4930,61.4360,0.8660,0.9020,3.8080
2021.33699,2021-05-03,-414.9670,406.4950,63.4540,0.7920,0.8400,3.4420
2021.33973,2021-05-04,-414.4160,412.1490,70.7830,0.8260,0.8710,3.6060
2021.34247,2021-05-05,-412.3710,406.3190,65.3100,0.7900,0.8330,3.4130
2021.34521,2021-05-06,-412.4220,406.7800,61.3450,0.8010,0.8450,3.4650
2021.34795,2021-05-07,-412.7550,411.1730,66.6230,0.7980,0.8340,3.5180
2021.35068,2021-05-08,-414.2560,404.5530,60.6270,0.8050,0.8410,3.4810
2021.35342,2021-05-09,-410.5150,407.9610,61.5530,0.7930,0.8350,3.4490
2021.35616,2021-05-10,-411.4800,409.1510,63.8890,0.8100,0.8500,3.5500
2021.35890,2021-05-11,-411.5930,408.8330,53.2990,0.8270,0.8650,3.6090
2021.36164,2021-05-12,-408.1610,404.4000,67.4470,0.8100,0.8900,3.6380
2021.36438,2021-05-13,-415.2250,413.0950,58.6390,0.8410,0.8710,3.6160
2021.36712,2021-05-14,-410.2830,407.1860,65.1210,0.8350,0.8680,3.6310
2021.36986,2021-05-15,-408.8200,411.9560,71.2200,0.7890,0.8350,3.4420
2021.37260,2021-05-16,-411.1650,407.5510,64.5120,0.7830,0.8300,3.4310
2021.37534,2021-05-17,-403.1750,405.9390,42.5670,1.5370,1.5220,6.4230
2021.37808,2021-05-18,-413.4330,406.3180,67.6080,0.8160,0.8780,3.6550
2021.38082,2021-05-19,-413.1750,411.5350,60.9480,0.8460,0.8980,3.7200
2021.38356,2021-05-20,-411.5380,407.7610,64.7460,0.8620,0.9070,3.8620
2021.38630,2021-05-21,-413.4340,407.2860,66.9860,0.8380,0.8500,3.6520
2021.38904,2021-05-22,-413.0970,409.0620,51.4200,0.8270,0.8430,3.6270
2021.39178,2021-05-23,-411.5360,409.5470,56.3910,0.8050,0.8350,3.4680
2021.39452,2021-05-24,-411.4460,407.7060,66.0860,0.8260,0.8660,3.6110
2021.39726,2021-05-25,-412.9910,408.2720,54.9450,0.8140,0.8320,3.4950
2021.40000,2021-05-26,-411.9740,411.6220,64.9920,0.8120,0.8610,3.5540
2021.40274,2021-05-27,-414.4370,408.1840,60.7280,0.8010,0.8530,3.5530
2021.40548,2021-05-28,-415.0250,407.4730,65.8690,0.8210,0.8740,3.6640
2021.40822,2021-05-29,-412.9080,407.6700,53.6010,0.8090,0.8610,3.5430
2021.41096,2021-05-30,-412.7840,409.4370,58.9740,0.8240,0.8520,3.5460
2021.41370,2021-05-31,-414.0090,408.0650,59.4370,0.8030,0.8250,3.3790
2021.41644,2021-06-01,-412.3370,411.4430,60.0250,0.7950,0.8330,3.4520
2021.41918,2021-06-02,-412.4510,408.7460,54.9240,0.8060,0.8470,3.4890
2021.42192,2021-06-03,-413.7900,412.8730,42.9430,0.8100,0.8550,3.4960
2021.42466,2021-06-04,-415.9850,410.2080,51.2480,0.8160,0.8810,3.6300
2021.42740,2021-06-05,-413.4260,408.4760,60.0720,0.8270,0.8560,3.5510
2021.43014,2021-06-06,-414.1020,412.0930,57.2890,0.8050,0.8280,3.4660
2021.43288,2021-06-07,-410.8510,414.4400,54.3900,0.8050,0.8420,3.5400
2021.43562,2021-06-08,-411.7070,410.2920,50.2410,0.7990,0.8500,3.5250
2021.43836,2021-06-09,-413.7160,412.3510,56.3540,0.7930,0.8350,3.4120
2021.44110,2021-06-10,-414.5450,408.8430,58.8700,0.8200,0.8820,3.5830
2021.44384,2021-06-11,-411.2330,409.2730,48.1440,0.8150,0.8640,3.5030
2021.44658,2021-06-12,-412.3330,409.5850,46.7050,0.8190,0.8630,3.5990
2021.44932,2021-06-13,-413.2570,412.4830,55.2530,0.8020,0.8490,3.4690
2021.45205,2021-06-14,-411.0310,414.0150,58.6270,0.8080,0.8350,3.4610
2021.45479,2021-06-15,-413.5600,412.5000,61.8160,0.8080,0.8480,3.5220
2021.45753,2021-06-16,-410.8670,414.7990,58.6970,0.8140,0.8240,3.5090
2021.46027,2021-06-17,-412.5860,414.0620,47.0570,0.7950,0.8240,3.4400
2021.46301,2021-06-18,-412.5380,410.2510,52.1570,0.8010,0.8220,3.4510
2021.46575,2021-06-19,-415.0680,408.9350,46.0810,0.8030,0.8310,3.5100
2021.46849,2021-06-20,-412.9690,411.1200,51.7460,0.7990,0.8230,3.4020
2021.47123,2021-06-21,-413.3180,406.3450,47.8530,0.8140,0.8550,3.5260
2021.47397,2021-06-22,-414.5370,408.3710,63.1460,0.8210,0.8290,3.5550
2021.47671,2021-06-23,-414.0890,406.9440,58.4690,0.8360,0.8700,3.7370
2021.47945,2021-06-24,-417.3060,407.7870,62.2370,0.8080,0.8330,3.4830
2021.48219,2021-06-25,-415.6320,409.7950,66.4580,0.8130,0.8490,3.5750
2021.48493,2021-06-26,-416.7340,410.8980,55.4860,0.8050,0.8240,3.4830
2021.48767,2021-06-27,-420.4730,409.7350,53.1670,0.8230,0.8420,3.5930
